hidden_layer_sizes,activation,learning_rate,lam,alpha,tol,batch_size,shuffle,max_iter,score
[32],tanh,0.3,0.0,0.0,1e-05,64,True,3000,1.2830089328981753
[32],tanh,0.03,0.0001,0.0,1e-05,32,False,3000,1.2846239554017225
[32],tanh,0.1,0.0,0.0,1e-05,32,True,3000,1.2852949551316837
[32],relu,0.03,0.0001,0.0,1e-05,16,False,3000,1.2859223119720873
[32],relu,0.03,0.0001,0.0,1e-05,32,False,3000,1.2859358238010248
[32],tanh,0.03,0.0,0.5,1e-05,16,False,3000,1.285958650910919
[32],relu,0.1,0.0,0.7,1e-05,64,True,3000,1.2872092696551367
[32],relu,0.01,0.0,0.7,1e-05,16,False,3000,1.2907122259343005
[32],tanh,0.3,0.0,0.7,1e-05,64,True,3000,1.29179355291066
[32],tanh,0.1,0.0001,0.0,1e-05,32,True,3000,1.2938202723536738
[32],relu,0.003,0.0,0.0,1e-05,16,True,3000,1.294317621777346
[32],relu,0.003,0.0,0.7,1e-05,32,True,3000,1.2944934957226693
[32],relu,0.03,0.0,0.5,1e-05,32,True,3000,1.2948264697039742
[32],tanh,0.3,0.0,0.0,1e-05,64,False,3000,1.294872844431587
[32],relu,0.03,0.0,0.5,1e-05,16,True,3000,1.2951296711319489
[32],tanh,0.3,0.0001,0.5,1e-05,32,True,3000,1.295277156917669
[32],relu,0.03,0.0,0.0,1e-05,32,False,3000,1.2960423342290206
[32],relu,0.03,0.0,0.7,1e-05,32,True,3000,1.2977548477662864
[32],relu,0.1,0.0,0.7,1e-05,64,False,3000,1.2982688808067304
[32],relu,0.1,0.0,0.9,1e-05,64,False,3000,1.2984002973056683
[32],tanh,0.1,0.0,0.9,1e-05,32,True,3000,1.2995981933095218
[32],relu,0.003,0.0,0.9,1e-05,32,False,3000,1.3002877652302876
[32],tanh,0.1,0.0,0.7,1e-05,32,True,3000,1.3004622937283177
[32],relu,0.03,0.0,0.0,1e-05,16,True,3000,1.3019347501964542
[32],relu,0.03,0.0,0.7,1e-05,16,True,3000,1.3022282804928884
[32],relu,0.01,0.0,0.0,1e-05,64,False,3000,1.3024578222866103
[32],relu,0.001,0.0,0.9,1e-05,16,False,3000,1.3025361260259338
[32],tanh,0.03,0.0,0.7,1e-05,16,False,3000,1.3026947031225795
[32],tanh,0.1,0.0,0.0,1e-05,32,False,3000,1.3027818490871126
[32],relu,0.003,0.0,0.5,1e-05,32,False,3000,1.30344091035878
[32],tanh,0.1,0.0,0.5,1e-05,32,True,3000,1.3037967321538353
[32],relu,0.03,0.0,0.9,1e-05,32,True,3000,1.304020529561385
[32],tanh,0.3,0.0001,0.9,1e-05,32,False,3000,1.3055096593040556
[32],relu,0.003,0.0,0.7,1e-05,32,False,3000,1.3074925752298951
[32],relu,0.003,0.0,0.5,1e-05,32,True,3000,1.3095056228047943
[32],tanh,0.03,0.0001,0.0,1e-05,64,True,3000,1.3096655796329713
[32],tanh,0.3,0.0001,0.0,1e-05,16,False,3000,1.3109768112365845
[32],tanh,0.3,0.0001,0.9,1e-05,32,True,3000,1.3113024401374105
[32],tanh,0.03,0.0,0.9,1e-05,16,False,3000,1.3138732785525178
[32],tanh,0.3,0.0001,0.0,1e-05,32,True,3000,1.3144547769946413
[32],tanh,0.3,0.0001,0.0,1e-05,32,False,3000,1.3147661747983506
[32],relu,0.001,0.0,0.7,1e-05,16,True,3000,1.3165581610310175
[32],tanh,0.3,0.0001,0.0,1e-05,16,True,3000,1.3172655848935269
[32],relu,0.03,0.0,0.5,1e-05,32,False,3000,1.3180613300489012
[32],relu,0.03,0.0,0.9,1e-05,32,False,3000,1.3182084201813016
[32],tanh,0.3,0.0001,0.7,1e-05,16,False,3000,1.318547147564037
[32],tanh,0.003,0.0,0.0,1e-05,16,True,3000,1.3201461052543677
[32],relu,0.1,0.0,0.5,1e-05,64,True,3000,1.320360486490348
[32],relu,0.003,0.0,0.0,1e-05,32,False,3000,1.3208101276200217
[32],tanh,0.003,0.0,0.9,1e-05,32,True,3000,1.3212310711771054
[32],tanh,0.3,0.0001,0.5,1e-05,16,False,3000,1.3227062208568965
[32],relu,0.001,0.0,0.9,1e-05,16,True,3000,1.3227197591618831
[32],tanh,0.3,0.0001,0.7,1e-05,16,True,3000,1.3235708689584489
[32],tanh,0.3,0.0001,0.5,1e-05,32,False,3000,1.3237293739492535
[32],tanh,0.03,0.0001,0.0,1e-05,64,False,3000,1.3243294798751168
[32],relu,0.003,0.0,0.0,1e-05,32,True,3000,1.3261801850689463
[32],relu,0.003,0.0,0.9,1e-05,64,True,3000,1.3264061092969894
[32],relu,0.001,0.0,0.5,1e-05,16,False,3000,1.3272102448029175
[32],relu,0.1,0.0,0.5,1e-05,64,False,3000,1.3274636053058022
[32],relu,0.003,0.0,0.9,1e-05,64,False,3000,1.3277516681863888
[32],relu,0.03,0.0,0.7,1e-05,32,False,3000,1.328862012487153
[32],relu,0.003,0.0,0.7,1e-05,64,False,3000,1.329444299139178
[32],tanh,0.003,0.0,0.0,1e-05,16,False,3000,1.3304765262081115
[32],tanh,0.3,0.0001,0.9,1e-05,16,True,3000,1.3310608628467118
[32],relu,0.1,0.0,0.7,1e-05,32,True,3000,1.3317637170975043
[32],tanh,0.3,0.0,0.7,1e-05,64,False,3000,1.3318629395348718
[32],tanh,0.3,0.0,0.5,1e-05,64,False,3000,1.3319897813737689
[32],tanh,0.1,0.0,0.5,1e-05,16,True,3000,1.33247692460575
[32],relu,0.001,0.0,0.7,1e-05,16,False,3000,1.3325081688603952
[32],relu,0.03,0.0,0.9,1e-05,16,True,3000,1.3339051835897469
[32],relu,0.003,0.0,0.7,1e-05,64,True,3000,1.335412007456425
[32],relu,0.001,0.0,0.9,1e-05,32,True,3000,1.3354420425260085
[32],tanh,0.1,0.0,0.9,1e-05,16,True,3000,1.3355956177766497
[32],tanh,0.01,0.0,0.0,1e-05,64,True,3000,1.3360096779357171
[32],tanh,0.1,0.0,0.7,1e-05,16,True,3000,1.3364249657835652
[32],tanh,0.3,0.0,0.7,1e-05,32,True,3000,1.338582765593686
[32],relu,0.001,0.0,0.5,1e-05,16,True,3000,1.3388536225316956
[32],relu,0.01,0.0001,0.9,1e-05,32,False,3000,1.3394449649517304
[32],relu,0.01,0.0001,0.9,1e-05,32,True,3000,1.339871241344896
[32],relu,0.01,0.0001,0.9,1e-05,16,False,3000,1.33999475883405
[32],relu,0.01,0.0001,0.9,1e-05,16,True,3000,1.3401363857587012
[32],tanh,0.3,0.0001,0.9,1e-05,16,False,3000,1.3405974242433891
[32],tanh,0.01,0.0,0.0,1e-05,64,False,3000,1.3406944990380414
[32],relu,0.1,0.0,0.5,1e-05,32,True,3000,1.342118446621231
[32],tanh,0.003,0.0,0.7,1e-05,32,False,3000,1.3428996552662624
[32],relu,0.03,0.0,0.9,1e-05,16,False,3000,1.342919205501573
[32],relu,0.01,0.0001,0.9,1e-05,64,False,3000,1.343510598117906
[32],relu,0.01,0.0001,0.9,1e-05,64,True,3000,1.3446019548074868
[32],tanh,0.1,0.0,0.7,1e-05,32,False,3000,1.3446383968602975
[32],relu,0.001,0.0,0.9,1e-05,32,False,3000,1.3449707863166989
[32],tanh,0.1,0.0,0.5,1e-05,32,False,3000,1.3449810756545406
[32],relu,0.1,0.0,0.0,1e-05,32,False,3000,1.3449832545426132
[32],relu,0.01,0.0001,0.7,1e-05,16,True,3000,1.3450040908243808
[32],tanh,0.003,0.0,0.7,1e-05,32,True,3000,1.345062896414413
[32],relu,0.001,0.0,0.5,1e-05,32,True,3000,1.3453187217055858
[32],relu,0.003,0.0,0.5,1e-05,64,True,3000,1.3464817864230996
[32],relu,0.001,0.0,0.0,1e-05,16,True,3000,1.3468958162348357
[32],relu,0.003,0.0,0.5,1e-05,64,False,3000,1.3473987388749795
[32],relu,0.001,0.0,0.0,1e-05,16,False,3000,1.3474389419953932
[32],relu,0.001,0.0,0.5,1e-05,32,False,3000,1.347705275581822
[32],tanh,0.1,0.0,0.7,1e-05,16,False,3000,1.348454894909187
[32],relu,0.001,0.0,0.7,1e-05,32,True,3000,1.3486337321566793
[32],relu,0.03,0.0,0.5,1e-05,16,False,3000,1.3488774970915305
[32],tanh,0.003,0.0,0.9,1e-05,32,False,3000,1.3492205977524627
[32],tanh,0.1,0.0,0.9,1e-05,32,False,3000,1.350917741921661
[32],relu,0.003,0.0,0.0,1e-05,64,True,3000,1.3513408404680418
[32],relu,0.003,0.0,0.0,1e-05,64,False,3000,1.3520587716479455
[32],relu,0.1,0.0,0.9,1e-05,32,True,3000,1.35259067087399
[32],relu,0.03,0.0,0.0,1e-05,16,False,3000,1.3533816773574403
[32],relu,0.01,0.0001,0.7,1e-05,32,False,3000,1.354223632626432
[32],tanh,0.1,0.0,0.0,1e-05,16,False,3000,1.3548901741868813
[32],tanh,0.01,0.0001,0.9,1e-05,16,False,3000,1.3552776010654264
[32],relu,0.001,0.0,0.7,1e-05,32,False,3000,1.3553443613920508
[32],relu,0.01,0.0001,0.7,1e-05,16,False,3000,1.3553836345690282
[32],relu,0.01,0.0001,0.7,1e-05,64,False,3000,1.355486884480419
[32],relu,0.01,0.0001,0.7,1e-05,64,True,3000,1.3560866896797392
[32],relu,0.01,0.0001,0.7,1e-05,32,True,3000,1.3561726149400568
[32],tanh,0.3,0.0,0.9,1e-05,64,False,3000,1.356228458463455
[32],tanh,0.3,0.0001,0.7,1e-05,32,True,3000,1.3563743571548643
[32],tanh,0.01,0.0001,0.9,1e-05,16,True,3000,1.3566147851711947
[32],relu,0.1,0.0,0.0,1e-05,16,True,3000,1.3586432928257577
[32],relu,0.001,0.0,0.0,1e-05,32,True,3000,1.3602927590941676
[32],relu,0.03,0.0,0.7,1e-05,16,False,3000,1.3607952037120925
[32],tanh,0.3,0.0,0.9,1e-05,16,True,3000,1.361122943930074
[32],relu,0.01,0.0001,0.5,1e-05,16,False,3000,1.361189398995578
[32],relu,0.001,0.0,0.7,1e-05,64,False,3000,1.3625276456100954
[32],relu,0.01,0.0001,0.5,1e-05,16,True,3000,1.3636915057403356
[32],relu,0.01,0.0001,0.5,1e-05,32,True,3000,1.3637361740014091
[32],tanh,0.3,0.0,0.9,1e-05,32,True,3000,1.363748017033299
[32],tanh,0.3,0.0,0.7,1e-05,16,False,3000,1.3640561561101727
[32],relu,0.01,0.0001,0.5,1e-05,64,False,3000,1.3644440767348731
[32],relu,0.001,0.0,0.9,1e-05,64,False,3000,1.3647477932626553
[32],tanh,0.3,0.0,0.7,1e-05,16,True,3000,1.3652351411639438
[32],relu,0.01,0.0001,0.5,1e-05,32,False,3000,1.3658568757915286
[32],tanh,0.003,0.0,0.5,1e-05,32,True,3000,1.36592134927118
[32],relu,0.01,0.0001,0.5,1e-05,64,True,3000,1.3661847410210997
[32],tanh,0.3,0.0,0.5,1e-05,16,False,3000,1.366745409064669
[32],relu,0.001,0.0,0.0,1e-05,32,False,3000,1.367236601574144
[32],tanh,0.01,0.0001,0.9,1e-05,32,True,3000,1.3680402202221278
[32],relu,0.001,0.0,0.7,1e-05,64,True,3000,1.3695898233967714
[32],tanh,0.003,0.0,0.5,1e-05,32,False,3000,1.3698998897967425
[32],relu,0.1,0.0,0.0,1e-05,32,True,3000,1.3710326492188671
[32],relu,0.001,0.0,0.9,1e-05,64,True,3000,1.371524437075659
[32],tanh,0.1,0.0,0.0,1e-05,16,True,3000,1.3718907957168844
[32],tanh,0.01,0.0001,0.9,1e-05,32,False,3000,1.3729696490112506
[32],relu,0.1,0.0,0.5,1e-05,32,False,3000,1.3734188922877997
[32],tanh,0.01,0.0001,0.7,1e-05,16,False,3000,1.374255833382877
[32],relu,0.001,0.0,0.5,1e-05,64,False,3000,1.374950632010415
[32],tanh,0.01,0.0001,0.7,1e-05,16,True,3000,1.3750955428753175
[32],tanh,0.001,0.0,0.9,1e-05,16,False,3000,1.3765261234908812
[32],tanh,0.01,0.0001,0.9,1e-05,64,False,3000,1.3766172454123653
[32],tanh,0.3,0.0,0.5,1e-05,32,True,3000,1.376921020578249
[32],tanh,0.01,0.0001,0.9,1e-05,64,True,3000,1.377299727771435
[32],tanh,0.01,0.0001,0.5,1e-05,16,True,3000,1.3774936292248967
[32],tanh,0.001,0.0,0.9,1e-05,16,True,3000,1.3776306377365797
[32],tanh,0.01,0.0001,0.7,1e-05,32,True,3000,1.378055610409743
[32],tanh,0.01,0.0001,0.7,1e-05,32,False,3000,1.378177052241051
[32],tanh,0.01,0.0001,0.5,1e-05,16,False,3000,1.3789593945233047
[32],tanh,0.1,0.0,0.9,1e-05,16,False,3000,1.3805483711991988
[32],tanh,0.01,0.0001,0.7,1e-05,64,True,3000,1.3807139843594476
[32],tanh,0.01,0.0001,0.5,1e-05,32,True,3000,1.3807388649638324
[32],tanh,0.01,0.0001,0.5,1e-05,32,False,3000,1.3809916935885187
[32],tanh,0.01,0.0001,0.7,1e-05,64,False,3000,1.381644574811369
[32],tanh,0.3,0.0,0.0,1e-05,16,True,3000,1.3821440836624164
[32],relu,0.001,0.0,0.5,1e-05,64,True,3000,1.382205112710681
[32],tanh,0.001,0.0,0.7,1e-05,16,False,3000,1.383379510210937
[32],relu,0.01,0.0001,0.0,1e-05,64,True,3000,1.384012684438587
[32],relu,0.001,0.0,0.0,1e-05,64,True,3000,1.3840501270552483
[32],tanh,0.01,0.0001,0.5,1e-05,64,False,3000,1.38447850633299
[32],relu,0.01,0.0001,0.0,1e-05,16,True,3000,1.385149105956267
[32],relu,0.01,0.0001,0.0,1e-05,32,False,3000,1.38529355574142
[32],relu,0.01,0.0001,0.0,1e-05,16,False,3000,1.385330780483334
[32],relu,0.01,0.0001,0.0,1e-05,64,False,3000,1.385336416064122
[32],relu,0.01,0.0001,0.0,1e-05,32,True,3000,1.3859187302093876
[32],relu,0.1,0.0,0.9,1e-05,32,False,3000,1.3859229341838284
[32],tanh,0.3,0.0,0.0,1e-05,16,False,3000,1.3868188554549352
[32],tanh,0.3,0.0,0.0,1e-05,32,True,3000,1.3877865390904764
[32],tanh,0.3,0.0,0.9,1e-05,16,False,3000,1.388779004197246
[32],relu,0.001,0.0,0.0,1e-05,64,False,3000,1.389526670685905
[32],tanh,0.001,0.0,0.7,1e-05,16,True,3000,1.389711995113044
[32],tanh,0.001,0.0,0.5,1e-05,16,True,3000,1.3917128867348825
[32],tanh,0.01,0.0001,0.5,1e-05,64,True,3000,1.3917418947115296
[32],tanh,0.003,0.0,0.0,1e-05,32,True,3000,1.392802093903909
[32],tanh,0.003,0.0,0.0,1e-05,32,False,3000,1.39388605240448
[32],tanh,0.001,0.0,0.5,1e-05,16,False,3000,1.3944804246045406
[32],tanh,0.01,0.0001,0.0,1e-05,16,True,3000,1.3965121115562904
[32],tanh,0.003,0.0,0.9,1e-05,64,False,3000,1.3967054454916767
[32],relu,0.1,0.0,0.7,1e-05,32,False,3000,1.3967850088141671
[32],tanh,0.003,0.0,0.9,1e-05,64,True,3000,1.3968914333575913
[32],relu,0.1,0.0,0.5,1e-05,16,True,3000,1.3977150131162648
[32],tanh,0.1,0.0,0.5,1e-05,16,False,3000,1.3989404810884154
[32],tanh,0.3,0.0,0.5,1e-05,32,False,3000,1.3999979666122837
[32],tanh,0.003,0.0,0.7,1e-05,64,False,3000,1.40050276367143
[32],relu,0.1,0.0,0.9,1e-05,16,True,3000,1.403262718158491
[32],tanh,0.003,0.0,0.7,1e-05,64,True,3000,1.4037464783411873
[32],tanh,0.003,0.0,0.5,1e-05,64,False,3000,1.4083814941911812
[32],tanh,0.003,0.0,0.5,1e-05,64,True,3000,1.4096514877992543
[32],relu,0.003,0.0001,0.9,1e-05,64,True,3000,1.409676131413971
[32],tanh,0.01,0.0001,0.0,1e-05,16,False,3000,1.4118402034247912
[32],relu,0.003,0.0001,0.9,1e-05,64,False,3000,1.41265802905701
[32],tanh,0.01,0.0001,0.0,1e-05,32,True,3000,1.413289459174916
[32],tanh,0.01,0.0001,0.0,1e-05,32,False,3000,1.4147053763885669
[32],relu,0.003,0.0001,0.9,1e-05,16,True,3000,1.4160603867232615
[32],tanh,0.3,0.0,0.0,1e-05,32,False,3000,1.4164102565727363
[32],relu,0.003,0.0001,0.9,1e-05,16,False,3000,1.416588577632356
[32],relu,0.003,0.0001,0.9,1e-05,32,False,3000,1.4166871927845095
[32],relu,0.003,0.0001,0.7,1e-05,64,False,3000,1.416769995271744
[32],relu,0.003,0.0001,0.7,1e-05,64,True,3000,1.417579738540906
[32],relu,0.003,0.0001,0.9,1e-05,32,True,3000,1.4183284361725812
[32],relu,0.003,0.0001,0.7,1e-05,32,False,3000,1.419271347978884
[32],relu,0.003,0.0001,0.7,1e-05,16,False,3000,1.4215816764841258
[32],tanh,0.3,0.0,0.9,1e-05,32,False,3000,1.4220873139417538
[32],relu,0.003,0.0001,0.5,1e-05,64,True,3000,1.4221066008065544
[32],relu,0.003,0.0001,0.7,1e-05,32,True,3000,1.4244901661924587
[32],relu,0.003,0.0001,0.5,1e-05,64,False,3000,1.4246821684051885
[32],relu,0.003,0.0001,0.7,1e-05,16,True,3000,1.4261719884942718
[32],relu,0.1,0.0,0.0,1e-05,16,False,3000,1.4268900569549887
[32],relu,0.003,0.0001,0.5,1e-05,32,False,3000,1.428307945037106
[32],relu,0.1,0.0,0.9,1e-05,16,False,3000,1.42955775184894
[32],tanh,0.001,0.0,0.0,1e-05,16,True,3000,1.4300015825139545
[32],tanh,0.3,0.0,0.5,1e-05,16,True,3000,1.4310742477179528
[32],relu,0.003,0.0001,0.5,1e-05,16,False,3000,1.432711184646641
[32],relu,0.003,0.0001,0.5,1e-05,32,True,3000,1.4355958468734462
[32],tanh,0.001,0.0,0.9,1e-05,32,True,3000,1.436727152722865
[32],relu,0.003,0.0001,0.5,1e-05,16,True,3000,1.4368352436251348
[32],relu,0.1,0.0,0.7,1e-05,16,True,3000,1.4398719608830877
[32],tanh,0.001,0.0,0.0,1e-05,16,False,3000,1.4398821889083135
[32],tanh,0.3,0.0,0.7,1e-05,32,False,3000,1.4419136515536692
[32],tanh,0.01,0.0001,0.0,1e-05,64,False,3000,1.4425824875386726
[32],relu,0.003,0.0001,0.0,1e-05,32,False,3000,1.4453138668840462
[32],relu,0.003,0.0001,0.0,1e-05,64,True,3000,1.4455657139639289
[32],relu,0.003,0.0001,0.0,1e-05,64,False,3000,1.4487416994316102
[32],tanh,0.001,0.0,0.9,1e-05,32,False,3000,1.4492155723316231
[32],tanh,0.001,0.0,0.7,1e-05,32,True,3000,1.4550008270715782
[32],tanh,0.001,0.0,0.7,1e-05,32,False,3000,1.4554160547339423
[32],tanh,0.01,0.0001,0.0,1e-05,64,True,3000,1.4585106662148388
[32],relu,0.1,0.0,0.7,1e-05,16,False,3000,1.4589358680707734
[32],relu,0.001,0.0001,0.9,1e-05,64,False,3000,1.4636810351575709
[32],tanh,0.001,0.0,0.5,1e-05,32,False,3000,1.4680489920287263
[32],tanh,0.001,0.0,0.5,1e-05,32,True,3000,1.46809993014504
[32],relu,0.001,0.0001,0.7,1e-05,64,True,3000,1.4732249449891932
[32],relu,0.003,0.0001,0.0,1e-05,16,False,3000,1.4746006564282674
[32],relu,0.001,0.0001,0.9,1e-05,64,True,3000,1.475007201589084
[32],tanh,0.003,0.0,0.0,1e-05,64,True,3000,1.4753650314692748
[32],relu,0.001,0.0001,0.7,1e-05,64,False,3000,1.475600539687068
[32],tanh,0.003,0.0,0.0,1e-05,64,False,3000,1.475825424624063
[32],relu,0.003,0.0001,0.0,1e-05,32,True,3000,1.4780751094098374
[32],relu,0.001,0.0001,0.5,1e-05,64,False,3000,1.4785837652502818
[32],relu,0.003,0.0001,0.0,1e-05,16,True,3000,1.4811628922143936
[32],relu,0.001,0.0001,0.9,1e-05,32,False,3000,1.4900037540643796
[32],relu,0.001,0.0001,0.7,1e-05,32,False,3000,1.490875329947816
[32],relu,0.001,0.0001,0.5,1e-05,64,True,3000,1.4923608153946688
[32],relu,0.001,0.0001,0.5,1e-05,32,False,3000,1.4944056432489978
[32],relu,0.001,0.0001,0.0,1e-05,64,True,3000,1.4999077451445502
[32],tanh,0.001,0.0,0.0,1e-05,32,False,3000,1.5017894318999137
[32],relu,0.001,0.0001,0.0,1e-05,64,False,3000,1.5021600417229009
[32],tanh,0.003,0.0001,0.9,1e-05,32,True,3000,1.5078086786086715
[32],relu,0.001,0.0001,0.9,1e-05,32,True,3000,1.5081957173600504
[32],tanh,0.001,0.0,0.0,1e-05,32,True,3000,1.509919540587808
[32],relu,0.001,0.0001,0.5,1e-05,32,True,3000,1.509945826556478
[32],relu,0.001,0.0001,0.0,1e-05,32,False,3000,1.5124628057857676
[32],tanh,0.001,0.0,0.9,1e-05,64,False,3000,1.5135886372003309
[32],tanh,0.003,0.0001,0.9,1e-05,16,False,3000,1.5140949512355069
[32],tanh,0.003,0.0001,0.9,1e-05,16,True,3000,1.5147341626847877
[32],tanh,0.001,0.0,0.7,1e-05,64,False,3000,1.5147779876524092
[32],tanh,0.001,0.0,0.5,1e-05,64,True,3000,1.5161676833626958
[32],tanh,0.001,0.0,0.7,1e-05,64,True,3000,1.516640782839295
[32],relu,0.001,0.0001,0.9,1e-05,16,True,3000,1.5174862466459529
[32],tanh,0.001,0.0,0.9,1e-05,64,True,3000,1.5187998966145146
[32],relu,0.001,0.0001,0.9,1e-05,16,False,3000,1.518964840953969
[32],relu,0.001,0.0001,0.7,1e-05,32,True,3000,1.5192387267444594
[32],tanh,0.003,0.0001,0.5,1e-05,32,True,3000,1.5192778904333164
[32],tanh,0.003,0.0001,0.7,1e-05,64,False,3000,1.519468595365162
[32],tanh,0.003,0.0001,0.7,1e-05,16,False,3000,1.519747453947874
[32],tanh,0.001,0.0001,0.9,1e-05,32,True,3000,1.5198843446069832
[32],tanh,0.003,0.0001,0.9,1e-05,32,False,3000,1.519957276016506
[32],tanh,0.003,0.0001,0.7,1e-05,16,True,3000,1.519983945304353
[32],tanh,0.003,0.0001,0.7,1e-05,32,True,3000,1.519993948428543
[32],tanh,0.001,0.0001,0.9,1e-05,16,True,3000,1.5200175490613994
[32],tanh,0.003,0.0001,0.9,1e-05,64,True,3000,1.5201093191251709
[32],tanh,0.003,0.0001,0.5,1e-05,32,False,3000,1.5201116365458638
[32],tanh,0.001,0.0,0.5,1e-05,64,False,3000,1.5201281391627126
[32],tanh,0.003,0.0001,0.5,1e-05,64,True,3000,1.5201519145538125
[32],tanh,0.003,0.0001,0.0,1e-05,16,False,3000,1.520176651429621
[32],tanh,0.003,0.0001,0.9,1e-05,64,False,3000,1.520211295127287
[32],tanh,0.003,0.0001,0.0,1e-05,16,True,3000,1.520236870575003
[32],tanh,0.001,0.0001,0.7,1e-05,64,False,3000,1.52029229799035
[32],tanh,0.003,0.0001,0.0,1e-05,64,False,3000,1.5204496300365715
[32],tanh,0.003,0.0001,0.5,1e-05,16,False,3000,1.5204871413466765
[32],tanh,0.003,0.0001,0.7,1e-05,32,False,3000,1.5204964972847697
[32],tanh,0.003,0.0001,0.5,1e-05,16,True,3000,1.520550204330562
[32],tanh,0.003,0.0001,0.0,1e-05,32,False,3000,1.5206127405537986
[32],tanh,0.003,0.0001,0.0,1e-05,32,True,3000,1.5206548565703144
[32],tanh,0.001,0.0,0.0,1e-05,64,False,3000,1.5207987184407366
[32],tanh,0.001,0.0001,0.7,1e-05,16,True,3000,1.5209871545504583
[32],tanh,0.001,0.0001,0.5,1e-05,16,False,3000,1.521038825216851
[32],tanh,0.003,0.0001,0.7,1e-05,64,True,3000,1.5210412082683165
[32],tanh,0.001,0.0001,0.9,1e-05,64,True,3000,1.5210834382408396
[32],tanh,0.003,0.0001,0.5,1e-05,64,False,3000,1.521255383930437
[32],tanh,0.001,0.0001,0.9,1e-05,16,False,3000,1.5212908367059286
[32],tanh,0.001,0.0001,0.5,1e-05,32,False,3000,1.5213731401682993
[32],tanh,0.001,0.0001,0.7,1e-05,32,True,3000,1.5213789761372318
[32],tanh,0.001,0.0001,0.7,1e-05,32,False,3000,1.5214185040958692
[32],tanh,0.001,0.0001,0.9,1e-05,32,False,3000,1.5216306291789028
[32],relu,0.001,0.0001,0.7,1e-05,16,True,3000,1.5217364447284982
[32],relu,0.001,0.0001,0.7,1e-05,16,False,3000,1.521942356112454
[32],tanh,0.001,0.0001,0.7,1e-05,16,False,3000,1.5221723980755897
[32],tanh,0.003,0.0001,0.0,1e-05,64,True,3000,1.5221875015867288
[32],tanh,0.001,0.0001,0.5,1e-05,64,True,3000,1.522291018573051
[32],tanh,0.001,0.0001,0.5,1e-05,32,True,3000,1.5224609375720046
[32],tanh,0.001,0.0001,0.5,1e-05,16,True,3000,1.5224956562510457
[32],tanh,0.001,0.0001,0.5,1e-05,64,False,3000,1.5228694175314326
[32],tanh,0.001,0.0001,0.7,1e-05,64,True,3000,1.522905018257566
[32],tanh,0.001,0.0001,0.9,1e-05,64,False,3000,1.5230212706800277
[32],tanh,0.001,0.0001,0.0,1e-05,64,False,3000,1.523552389447412
[32],relu,0.001,0.0001,0.5,1e-05,16,True,3000,1.5237931805047926
[32],tanh,0.001,0.0001,0.0,1e-05,16,True,3000,1.523972113808022
[32],relu,0.001,0.0001,0.5,1e-05,16,False,3000,1.5241167549232528
[32],tanh,0.001,0.0001,0.0,1e-05,64,True,3000,1.5242695991955029
[32],tanh,0.001,0.0001,0.0,1e-05,32,True,3000,1.5245247704216605
[32],tanh,0.001,0.0001,0.0,1e-05,16,False,3000,1.5252853807955729
[32],tanh,0.001,0.0001,0.0,1e-05,32,False,3000,1.526145356062263
[32],relu,0.001,0.0001,0.0,1e-05,32,True,3000,1.5295683793996504
[32],relu,0.001,0.0001,0.0,1e-05,16,True,3000,1.5301752345721424
[32],relu,0.001,0.0001,0.0,1e-05,16,False,3000,1.5309697002360612
[32],relu,0.3,0.0,0.0,1e-05,16,False,3000,
[32],relu,0.3,0.0,0.0,1e-05,16,True,3000,
[32],relu,0.3,0.0,0.0,1e-05,32,False,3000,
[32],relu,0.3,0.0,0.0,1e-05,32,True,3000,
[32],relu,0.3,0.0,0.0,1e-05,64,False,3000,
[32],relu,0.3,0.0,0.0,1e-05,64,True,3000,
[32],relu,0.3,0.0,0.5,1e-05,16,False,3000,
[32],relu,0.3,0.0,0.5,1e-05,16,True,3000,
[32],relu,0.3,0.0,0.5,1e-05,32,False,3000,
[32],relu,0.3,0.0,0.5,1e-05,32,True,3000,
[32],relu,0.3,0.0,0.5,1e-05,64,False,3000,
[32],relu,0.3,0.0,0.5,1e-05,64,True,3000,
[32],relu,0.3,0.0,0.7,1e-05,16,False,3000,
[32],relu,0.3,0.0,0.7,1e-05,16,True,3000,
[32],relu,0.3,0.0,0.7,1e-05,32,False,3000,
[32],relu,0.3,0.0,0.7,1e-05,32,True,3000,
[32],relu,0.3,0.0,0.7,1e-05,64,False,3000,
[32],relu,0.3,0.0,0.7,1e-05,64,True,3000,
[32],relu,0.3,0.0,0.9,1e-05,16,False,3000,
[32],relu,0.3,0.0,0.9,1e-05,16,True,3000,
[32],relu,0.3,0.0,0.9,1e-05,32,False,3000,
[32],relu,0.3,0.0,0.9,1e-05,32,True,3000,
[32],relu,0.3,0.0,0.9,1e-05,64,False,3000,
[32],relu,0.3,0.0,0.9,1e-05,64,True,3000,
[32],relu,0.3,0.0001,0.0,1e-05,16,False,3000,
[32],relu,0.3,0.0001,0.0,1e-05,16,True,3000,
[32],relu,0.3,0.0001,0.0,1e-05,32,False,3000,
[32],relu,0.3,0.0001,0.0,1e-05,32,True,3000,
[32],relu,0.3,0.0001,0.0,1e-05,64,False,3000,
[32],relu,0.3,0.0001,0.0,1e-05,64,True,3000,
[32],relu,0.3,0.0001,0.5,1e-05,16,False,3000,
[32],relu,0.3,0.0001,0.5,1e-05,16,True,3000,
[32],relu,0.3,0.0001,0.5,1e-05,32,False,3000,
